Student_ID,Major_Category,Pre_GPA,GenAI_Hours,Study_Hours,Post_GPA,Skill_Retention_Score,Anxiety_Level_During_Exams,Burnout_Risk_Level,GPA_Improvement,AI_Usage,Study_AI_Ratio
124604,Medical,2.89,18,18.58,3.67,97.68,6.0,High,0.78,Heavy,1.03
132100,STEM,2.20,2,19.86,2.98,100.0,6.0,Low,0.78,Light,9.93
141149,Business,3.01,16,10.4,3.79,100.0,3.0,High,0.78,Heavy,0.65
101855,Medical,2.90,1,27.05,3.67,98.79,4.0,Low,0.77,Light,27.05
107544,Medical,3.12,15,17.82,3.89,100.0,2.0,Medium,0.77,Heavy,1.19
111925,STEM,3.12,14,2.28,3.89,78.62,3.0,High,0.77,Heavy,0.16
118688,STEM,3.17,23,9.81,3.94,85.36,7.0,Medium,0.77,Heavy,0.43
119524,Humanities,3.22,0,23.51,3.99,97.5,5.0,Low,0.77,Light,
126815,Arts,3.05,14,15.51,3.82,100.0,9.0,High,0.77,Heavy,1.11
129019,STEM,2.83,15,15.17,3.60,89.55,3.0,High,0.77,Heavy,1.01
135292,Business,3.23,6,15.59,4.00,63.63,4.0,High,0.77,Light,2.6
136372,Humanities,3.18,2,12.48,3.95,100.0,1.0,Medium,0.77,Light,6.24
147773,Humanities,3.23,6,15.87,4.00,94.72,5.0,Low,0.77,Light,2.65
148666,STEM,2.35,4,14.54,3.12,74.11,4.0,Low,0.77,Light,3.64
149118,STEM,2.85,6,23.26,3.62,79.51,6.0,Medium,0.77,Light,3.88
106715,Arts,3.00,4,21.89,3.76,92.64,1.0,Low,0.76,Light,5.47
107682,Business,3.20,8,9.44,3.96,100.0,1.0,High,0.76,Moderate,1.18
109462,STEM,3.00,1,9.47,3.76,100.0,2.0,Medium,0.76,Light,9.47
111138,Medical,3.11,0,16.87,3.87,85.53,6.0,Medium,0.76,Light,
111260,STEM,2.16,31,12.63,2.92,87.09,5.0,High,0.76,Heavy,0.41
112228,STEM,3.12,2,10.81,3.88,90.67,5.0,Medium,0.76,Light,5.41
113332,Humanities,2.22,6,16.25,2.98,75.02,5.0,Medium,0.76,Light,2.71
121261,STEM,3.24,0,25.45,4.00,90.84,8.0,Medium,0.76,Light,
131782,STEM,3.19,15,23.9,3.95,85.72,3.0,Medium,0.76,Heavy,1.59
138136,STEM,2.27,7,22.97,3.03,97.83,5.0,Medium,0.76,Moderate,3.28
142423,STEM,3.21,6,15.94,3.97,95.24,7.0,Medium,0.76,Light,2.66
146461,Arts,2.45,12,20.81,3.21,73.95,7.0,Medium,0.76,Moderate,1.73
100788,Humanities,3.03,3,20.0,3.78,72.96,3.0,Low,0.75,Light,6.67
101011,STEM,2.51,6,18.2,3.26,84.9,3.0,Low,0.75,Light,3.03
101400,Business,2.88,5,19.83,3.63,60.09,6.0,Medium,0.75,Light,3.97
105781,Business,3.24,9,25.03,3.99,82.42,2.0,Low,0.75,Moderate,2.78
109683,Humanities,3.02,3,9.73,3.77,79.22,5.0,Medium,0.75,Light,3.24
110008,Business,3.22,12,20.57,3.97,72.73,2.0,High,0.75,Moderate,1.71
110633,STEM,3.25,14,22.79,4.00,77.49,5.0,Medium,0.75,Heavy,1.63
115125,STEM,2.36,36,8.55,3.11,70.11,7.0,High,0.75,Heavy,0.24
117387,Business,1.86,13,21.15,2.61,84.44,4.0,Medium,0.75,Heavy,1.63
117797,Humanities,2.80,9,18.86,3.55,100.0,5.0,Medium,0.75,Moderate,2.1
119096,STEM,2.98,2,21.42,3.73,94.95,2.0,Low,0.75,Light,10.71
130933,Medical,3.25,10,25.83,4.00,84.32,3.0,Medium,0.75,Moderate,2.58
138794,Humanities,2.38,0,10.61,3.13,73.23,7.0,High,0.75,Light,
146710,STEM,3.25,27,14.37,4.00,83.2,8.0,High,0.75,Heavy,0.53
148309,STEM,2.76,13,15.0,3.51,91.56,1.0,Low,0.75,Heavy,1.15
106303,Humanities,2.86,0,14.59,3.60,89.68,3.0,Low,0.74,Light,
108124,Business,3.26,6,25.88,4.00,85.93,1.0,Low,0.74,Light,4.31
109731,STEM,2.35,3,26.06,3.09,79.68,2.0,Low,0.74,Light,8.69
110206,STEM,2.90,11,18.0,3.64,79.48,8.0,Medium,0.74,Moderate,1.64
111783,Business,2.53,6,18.06,3.27,73.06,2.0,Medium,0.74,Light,3.01
113889,STEM,3.09,6,13.54,3.83,100.0,1.0,Low,0.74,Light,2.26
117983,Business,2.53,0,13.06,3.27,97.24,7.0,Medium,0.74,Light,
120463,Humanities,3.26,17,19.16,4.00,70.68,3.0,Medium,0.74,Heavy,1.13
122165,STEM,2.59,3,11.07,3.33,74.43,4.0,Medium,0.74,Light,3.69
123112,STEM,3.02,14,7.4,3.76,95.06,4.0,High,0.74,Heavy,0.53
126793,STEM,3.24,7,14.81,3.98,81.95,4.0,Low,0.74,Moderate,2.12
129649,Humanities,2.90,5,16.41,3.64,49.97,1.0,Medium,0.74,Light,3.28
132777,Medical,2.92,6,9.43,3.66,75.68,6.0,Low,0.74,Light,1.57
137210,STEM,3.01,20,12.07,3.75,100.0,7.0,High,0.74,Heavy,0.6
141528,STEM,2.71,2,14.45,3.45,100.0,3.0,Low,0.74,Light,7.23
141927,STEM,2.96,4,17.65,3.70,82.29,5.0,Low,0.74,Light,4.41
146796,STEM,2.50,8,20.37,3.24,88.69,3.0,Medium,0.74,Moderate,2.55
100857,STEM,3.27,10,2.74,4.00,81.59,4.0,Low,0.73,Moderate,0.27
103742,Arts,3.20,11,19.05,3.93,64.36,6.0,Medium,0.73,Moderate,1.73
105952,STEM,2.81,6,15.47,3.54,76.47,4.0,High,0.73,Light,2.58
119569,STEM,3.26,1,12.86,3.99,100.0,5.0,Medium,0.73,Light,12.86
119595,Humanities,3.27,5,7.68,4.00,76.21,2.0,Medium,0.73,Light,1.54
122692,Medical,3.04,2,13.34,3.77,77.03,6.0,High,0.73,Light,6.67
124449,STEM,3.25,28,14.25,3.98,85.68,5.0,High,0.73,Heavy,0.51
124951,STEM,2.52,40,20.68,3.25,67.45,3.0,High,0.73,Heavy,0.52
129481,STEM,2.85,5,11.82,3.58,99.39,3.0,Medium,0.73,Light,2.36
131672,Arts,2.86,12,10.22,3.59,79.57,1.0,Medium,0.73,Moderate,0.85
136755,STEM,2.45,1,8.01,3.18,85.16,6.0,Medium,0.73,Light,8.01
137582,Medical,3.04,8,22.35,3.77,100.0,4.0,Medium,0.73,Moderate,2.79
143305,Medical,3.13,9,9.41,3.86,82.07,6.0,Medium,0.73,Moderate,1.05
146115,STEM,2.20,16,15.15,2.93,63.62,6.0,High,0.73,Heavy,0.95
101097,STEM,3.28,28,18.09,4.00,76.44,5.0,Medium,0.72,Heavy,0.65
103351,STEM,2.99,12,12.15,3.71,94.95,6.0,High,0.72,Moderate,1.01
108415,STEM,3.03,3,19.41,3.75,100.0,1.0,Medium,0.72,Light,6.47
109171,STEM,3.28,1,18.3,4.00,74.88,2.0,Medium,0.72,Light,18.3
109509,STEM,2.82,3,26.17,3.54,94.18,1.0,Low,0.72,Light,8.72
113802,STEM,2.93,2,13.6,3.65,96.99,4.0,High,0.72,Light,6.8
120338,STEM,2.73,1,12.09,3.45,98.23,2.0,Medium,0.72,Light,12.09
120462,STEM,2.19,0,16.85,2.91,98.92,5.0,Medium,0.72,Light,
129353,STEM,3.10,8,1.64,3.82,57.43,2.0,Medium,0.72,Moderate,0.21
129452,Business,2.62,3,3.24,3.34,92.52,4.0,Medium,0.72,Light,1.08
131106,Medical,2.98,12,17.65,3.70,89.35,4.0,High,0.72,Moderate,1.47
136322,Medical,2.56,8,22.03,3.28,71.42,3.0,Medium,0.72,Moderate,2.75
141700,STEM,2.38,23,12.1,3.10,97.33,4.0,High,0.72,Heavy,0.53
141741,Medical,3.03,4,17.45,3.75,100.0,1.0,Medium,0.72,Light,4.36
145665,STEM,3.25,8,19.9,3.97,87.9,3.0,Medium,0.72,Moderate,2.49
147860,STEM,2.67,0,20.53,3.39,97.27,4.0,Low,0.72,Light,
148447,Business,3.27,20,13.17,3.99,64.78,10.0,High,0.72,Heavy,0.66
100014,STEM,3.23,8,25.3,3.94,64.47,3.0,Medium,0.71,Moderate,3.16
100110,STEM,2.38,10,21.84,3.09,96.15,2.0,Low,0.71,Moderate,2.18
100410,STEM,2.04,30,16.22,2.75,65.48,4.0,High,0.71,Heavy,0.54
104095,Humanities,3.29,2,7.89,4.00,74.92,4.0,Medium,0.71,Light,3.95
105636,STEM,3.29,10,19.12,4.00,95.46,3.0,Medium,0.71,Moderate,1.91
105653,STEM,3.19,0,13.97,3.90,96.74,1.0,Low,0.71,Light,
108331,Business,3.25,0,15.78,3.96,92.26,5.0,Low,0.71,Light,
109547,STEM,2.40,5,15.55,3.11,96.84,1.0,Low,0.71,Light,3.11
110019,STEM,2.94,6,8.31,3.65,90.81,7.0,Medium,0.71,Light,1.39
111122,STEM,2.92,2,17.17,3.63,78.49,2.0,Medium,0.71,Light,8.59
111912,Business,2.21,4,19.93,2.92,77.86,1.0,Medium,0.71,Light,4.98
112299,STEM,3.08,11,26.77,3.79,28.09,4.0,High,0.71,Moderate,2.43
113494,Humanities,3.09,1,18.13,3.80,92.79,3.0,Medium,0.71,Light,18.13
113542,Medical,3.08,5,10.02,3.79,79.9,3.0,Low,0.71,Light,2.0
116102,STEM,3.05,3,20.98,3.76,82.38,2.0,Low,0.71,Light,6.99
118622,Business,3.09,7,10.6,3.80,77.06,1.0,Low,0.71,Moderate,1.51
120111,Medical,3.04,0,35.86,3.75,73.13,5.0,Low,0.71,Light,
120268,Humanities,3.29,10,28.16,4.00,89.59,3.0,High,0.71,Moderate,2.82
121216,STEM,3.16,4,14.07,3.87,95.08,6.0,Low,0.71,Light,3.52
122501,Humanities,2.01,19,14.54,2.72,57.43,5.0,High,0.71,Heavy,0.77
124790,STEM,3.29,25,17.83,4.00,97.34,5.0,High,0.71,Heavy,0.71
125428,STEM,3.29,5,9.79,4.00,100.0,3.0,Low,0.71,Light,1.96
130886,Business,2.76,12,20.46,3.47,73.11,4.0,High,0.71,Moderate,1.71
131223,Medical,3.05,13,23.03,3.76,68.23,5.0,High,0.71,Heavy,1.77
131986,Business,2.92,7,14.79,3.63,80.3,9.0,Medium,0.71,Moderate,2.11
134568,Business,2.49,9,9.07,3.20,63.24,5.0,High,0.71,Moderate,1.01
135776,STEM,2.64,16,12.09,3.35,90.9,6.0,High,0.71,Heavy,0.76
135862,STEM,2.81,17,18.42,3.52,78.89,6.0,High,0.71,Heavy,1.08
136530,Humanities,2.67,14,9.26,3.38,82.09,2.0,High,0.71,Heavy,0.66
138202,STEM,2.79,26,6.98,3.50,54.15,2.0,High,0.71,Heavy,0.27
138593,STEM,3.04,19,15.72,3.75,62.15,7.0,High,0.71,Heavy,0.83
139778,Humanities,2.76,6,24.07,3.47,75.55,1.0,Low,0.71,Light,4.01
140331,STEM,2.79,7,6.13,3.50,81.09,4.0,High,0.71,Moderate,0.88
141531,STEM,2.85,14,18.3,3.56,83.16,4.0,High,0.71,Heavy,1.31
145448,STEM,3.07,5,18.51,3.78,92.98,3.0,Medium,0.71,Light,3.7
148916,Arts,1.96,3,24.37,2.67,73.41,5.0,Medium,0.71,Light,8.12
149465,STEM,2.61,1,17.28,3.32,83.34,3.0,Low,0.71,Light,17.28
102028,Medical,3.30,9,15.94,4.00,76.38,2.0,Medium,0.70,Moderate,1.77
104411,STEM,2.76,16,13.89,3.46,77.04,6.0,High,0.70,Heavy,0.87
106511,STEM,2.22,36,10.53,2.92,100.0,10.0,High,0.70,Heavy,0.29
107596,Medical,3.10,7,14.17,3.80,84.68,5.0,Medium,0.70,Moderate,2.02
107861,STEM,2.92,14,14.61,3.62,73.62,5.0,Low,0.70,Heavy,1.04
108031,Humanities,3.01,6,18.4,3.71,74.03,6.0,Low,0.70,Light,3.07
108526,STEM,2.99,3,13.54,3.69,86.43,5.0,Low,0.70,Light,4.51
111256,Medical,3.21,7,19.59,3.91,99.41,5.0,High,0.70,Moderate,2.8
111452,Business,2.80,14,16.3,3.50,78.63,2.0,Medium,0.70,Heavy,1.16
111792,STEM,2.86,4,14.19,3.56,68.67,6.0,Low,0.70,Light,3.55
115093,Humanities,3.09,10,15.44,3.79,72.98,5.0,Medium,0.70,Moderate,1.54
115430,STEM,2.83,11,17.48,3.53,93.69,6.0,Medium,0.70,Moderate,1.59
117464,STEM,3.06,6,13.6,3.76,100.0,5.0,Medium,0.70,Light,2.27
122122,STEM,2.99,9,20.98,3.69,100.0,3.0,Low,0.70,Moderate,2.33
124974,STEM,3.26,9,7.32,3.96,86.47,4.0,Medium,0.70,Moderate,0.81
127401,Medical,3.17,13,10.13,3.87,98.71,1.0,Medium,0.70,Heavy,0.78
129356,Medical,2.29,9,16.39,2.99,91.41,4.0,Low,0.70,Moderate,1.82
129469,Business,3.05,4,21.79,3.75,62.01,2.0,Low,0.70,Light,5.45
129489,Business,3.16,4,15.61,3.86,100.0,6.0,High,0.70,Light,3.9
132228,STEM,3.30,10,9.2,4.00,80.3,3.0,High,0.70,Moderate,0.92
132555,STEM,3.30,7,20.23,4.00,89.33,1.0,Low,0.70,Moderate,2.89
132742,STEM,2.64,11,12.25,3.34,83.03,5.0,Medium,0.70,Moderate,1.11
133152,STEM,2.91,20,15.01,3.61,89.99,6.0,High,0.70,Heavy,0.75
133258,Humanities,3.05,9,19.39,3.75,82.73,2.0,High,0.70,Moderate,2.15
134661,Business,3.13,11,15.86,3.83,83.62,5.0,High,0.70,Moderate,1.44
135102,STEM,3.30,14,17.62,4.00,100.0,2.0,Medium,0.70,Heavy,1.26
135493,STEM,2.96,0,21.22,3.66,90.75,3.0,Medium,0.70,Light,
139214,STEM,3.06,9,13.43,3.76,84.84,6.0,Low,0.70,Moderate,1.49
140101,Business,3.23,1,13.42,3.93,87.64,3.0,Medium,0.70,Light,13.42
141715,STEM,3.20,4,22.78,3.90,83.98,8.0,Medium,0.70,Light,5.7
143218,STEM,2.76,31,28.8,3.46,78.26,1.0,High,0.70,Heavy,0.93
149727,STEM,3.24,11,15.09,3.94,100.0,4.0,Medium,0.70,Moderate,1.37
100026,Arts,3.31,2,11.33,4.00,81.85,2.0,High,0.69,Light,5.67
100322,Business,3.24,5,16.55,3.93,85.46,5.0,Medium,0.69,Light,3.31
100774,Humanities,2.80,12,20.36,3.49,68.78,2.0,Medium,0.69,Moderate,1.7
101412,STEM,2.45,6,13.01,3.14,95.42,4.0,High,0.69,Light,2.17
101874,Arts,2.64,7,8.91,3.33,87.8,2.0,Medium,0.69,Moderate,1.27
105219,STEM,3.04,7,18.4,3.73,95.37,4.0,Medium,0.69,Moderate,2.63
105317,STEM,3.22,0,23.89,3.91,100.0,4.0,Medium,0.69,Light,
105725,STEM,2.88,29,15.32,3.57,85.8,7.0,High,0.69,Heavy,0.53
107496,STEM,3.22,5,16.97,3.91,80.57,3.0,Low,0.69,Light,3.39
108231,STEM,3.23,1,14.07,3.92,90.8,4.0,Low,0.69,Light,14.07
108635,STEM,2.77,5,17.42,3.46,63.78,1.0,Low,0.69,Light,3.48
108642,Humanities,2.76,0,16.24,3.45,93.04,5.0,Medium,0.69,Light,
108904,Arts,3.31,15,20.68,4.00,86.26,4.0,High,0.69,Heavy,1.38
109746,Business,3.19,13,12.05,3.88,87.01,6.0,Medium,0.69,Heavy,0.93
109968,STEM,3.13,8,10.9,3.82,100.0,8.0,Medium,0.69,Moderate,1.36
110199,STEM,2.49,9,16.21,3.18,75.16,3.0,Low,0.69,Moderate,1.8
115380,STEM,2.61,6,15.32,3.30,94.29,5.0,Low,0.69,Light,2.55
116521,STEM,2.96,0,12.63,3.65,87.97,2.0,Medium,0.69,Light,
118194,STEM,3.07,20,9.79,3.76,93.21,1.0,Medium,0.69,Heavy,0.49
119151,Business,3.31,29,8.53,4.00,100.0,1.0,High,0.69,Heavy,0.29
123660,Business,3.08,8,7.5,3.77,75.36,5.0,High,0.69,Moderate,0.94
124052,Humanities,2.95,3,14.05,3.64,82.69,3.0,Medium,0.69,Light,4.68
124841,STEM,2.95,12,8.76,3.64,91.16,5.0,High,0.69,Moderate,0.73
131148,Medical,2.76,10,15.46,3.45,100.0,2.0,Medium,0.69,Moderate,1.55
132956,Arts,2.62,11,21.55,3.31,78.16,8.0,High,0.69,Moderate,1.96
133844,Arts,2.76,2,18.98,3.45,70.79,3.0,High,0.69,Light,9.49
134145,Business,2.83,12,6.83,3.52,59.37,6.0,Low,0.69,Moderate,0.57
134890,STEM,2.88,1,10.84,3.57,84.41,5.0,Low,0.69,Light,10.84
141056,Business,3.20,7,17.29,3.89,68.86,2.0,Medium,0.69,Moderate,2.47
141451,STEM,3.21,17,11.93,3.90,100.0,4.0,High,0.69,Heavy,0.7
143144,STEM,2.49,1,15.12,3.18,99.6,2.0,Medium,0.69,Light,15.12
143446,Medical,2.99,16,22.6,3.68,82.71,5.0,High,0.69,Heavy,1.41
144495,STEM,2.88,3,20.51,3.57,73.25,3.0,Low,0.69,Light,6.84
145958,Business,3.31,11,19.68,4.00,86.42,2.0,Low,0.69,Moderate,1.79
146485,STEM,3.02,2,18.68,3.71,74.48,4.0,High,0.69,Light,9.34
147283,Humanities,2.88,4,22.89,3.57,86.22,3.0,Medium,0.69,Light,5.72
148203,Medical,2.74,3,18.16,3.43,100.0,4.0,Medium,0.69,Light,6.05
149424,STEM,3.17,19,13.12,3.86,83.74,5.0,High,0.69,Heavy,0.69
149736,STEM,2.76,5,13.84,3.45,77.39,6.0,Medium,0.69,Light,2.77
100248,Medical,2.31,14,10.08,2.99,100.0,2.0,Medium,0.68,Heavy,0.72
100543,STEM,3.23,5,14.34,3.91,94.55,2.0,Medium,0.68,Light,2.87
101577,STEM,3.23,3,19.06,3.91,87.8,4.0,Low,0.68,Light,6.35
101596,Business,3.10,2,16.6,3.78,92.36,2.0,High,0.68,Light,8.3
102284,STEM,3.32,1,24.95,4.00,64.23,3.0,Medium,0.68,Light,24.95
103747,Business,3.32,18,12.56,4.00,52.04,5.0,Medium,0.68,Heavy,0.7
104793,STEM,3.19,25,11.38,3.87,79.28,6.0,High,0.68,Heavy,0.46
104850,STEM,2.76,23,8.91,3.44,100.0,6.0,Medium,0.68,Heavy,0.39
104997,STEM,2.87,9,11.7,3.55,88.17,4.0,Medium,0.68,Moderate,1.3
105504,Humanities,2.55,9,16.39,3.23,76.42,1.0,High,0.68,Moderate,1.82
106559,Arts,2.59,31,14.66,3.27,51.74,10.0,High,0.68,Heavy,0.47
107610,STEM,3.32,8,22.35,4.00,69.84,1.0,Medium,0.68,Moderate,2.79
109454,STEM,2.23,18,13.07,2.91,60.08,4.0,Medium,0.68,Heavy,0.73
109472,Business,3.06,8,13.74,3.74,86.58,6.0,Medium,0.68,Moderate,1.72
111300,STEM,2.17,3,16.18,2.85,99.08,1.0,Medium,0.68,Light,5.39
111581,STEM,2.39,4,16.9,3.07,100.0,1.0,High,0.68,Light,4.23
112340,STEM,2.83,5,13.7,3.51,99.95,3.0,Medium,0.68,Light,2.74
112533,STEM,3.18,7,13.42,3.86,100.0,6.0,Medium,0.68,Moderate,1.92
112961,STEM,3.02,8,13.25,3.70,68.58,4.0,Low,0.68,Moderate,1.66
114863,STEM,2.99,12,16.58,3.67,80.02,4.0,Medium,0.68,Moderate,1.38
115846,Business,2.71,5,13.07,3.39,81.83,5.0,Low,0.68,Light,2.61
115934,STEM,2.74,40,15.81,3.42,63.81,10.0,High,0.68,Heavy,0.4
118726,STEM,3.29,10,8.51,3.97,100.0,2.0,High,0.68,Moderate,0.85
119497,Medical,3.27,4,20.17,3.95,85.75,3.0,Low,0.68,Light,5.04
119598,Humanities,3.32,1,18.69,4.00,67.83,4.0,Low,0.68,Light,18.69
120701,Medical,3.25,18,20.37,3.93,73.05,5.0,High,0.68,Heavy,1.13
122755,Medical,3.27,15,15.39,3.95,78.51,10.0,High,0.68,Heavy,1.03
123618,Humanities,2.29,9,19.11,2.97,95.28,4.0,High,0.68,Moderate,2.12
125815,Arts,2.76,11,15.21,3.44,73.58,7.0,High,0.68,Moderate,1.38
130291,Humanities,2.90,1,14.5,3.58,75.58,8.0,Medium,0.68,Light,14.5
134375,STEM,2.94,2,25.77,3.62,68.06,3.0,Medium,0.68,Light,12.89
136620,STEM,3.32,20,19.6,4.00,100.0,4.0,High,0.68,Heavy,0.98
137148,Medical,2.94,21,5.58,3.62,100.0,6.0,High,0.68,Heavy,0.27
138175,Business,3.02,2,13.45,3.70,76.97,5.0,Low,0.68,Light,6.73
138499,Arts,3.31,0,25.55,3.99,100.0,2.0,Low,0.68,Light,
140300,STEM,3.07,10,20.66,3.75,100.0,4.0,Low,0.68,Moderate,2.07
141848,Arts,3.02,1,24.01,3.70,74.98,6.0,Low,0.68,Light,24.01
142164,STEM,2.25,36,6.39,2.93,69.3,4.0,High,0.68,Heavy,0.18
143180,Arts,2.95,12,9.95,3.63,89.0,2.0,Medium,0.68,Moderate,0.83
143622,STEM,3.07,1,24.65,3.75,85.35,1.0,Low,0.68,Light,24.65
144223,Arts,2.39,9,18.4,3.07,80.82,4.0,Medium,0.68,Moderate,2.04
144903,STEM,3.32,3,26.31,4.00,100.0,3.0,Medium,0.68,Light,8.77
145676,Humanities,3.25,13,24.17,3.93,100.0,10.0,High,0.68,Heavy,1.86
145890,Arts,3.17,20,13.45,3.85,100.0,7.0,High,0.68,Heavy,0.67
147351,STEM,2.04,17,20.73,2.72,100.0,7.0,Medium,0.68,Heavy,1.22
148902,Arts,3.09,8,18.71,3.77,69.81,6.0,Medium,0.68,Moderate,2.34
149996,Business,2.90,12,13.36,3.58,66.16,2.0,High,0.68,Moderate,1.11
101251,Arts,2.49,1,16.0,3.16,95.66,5.0,Medium,0.67,Light,16.0
101579,Business,3.29,9,16.21,3.96,97.55,4.0,Medium,0.67,Moderate,1.8
101651,STEM,3.09,2,17.99,3.76,91.17,5.0,Low,0.67,Light,9.0
102811,STEM,2.19,6,15.73,2.86,89.05,5.0,Low,0.67,Light,2.62
105152,STEM,3.03,9,22.86,3.70,100.0,2.0,Medium,0.67,Moderate,2.54
105255,Arts,2.80,4,21.52,3.47,60.43,5.0,Medium,0.67,Light,5.38
105299,Humanities,2.01,2,14.99,2.68,86.07,7.0,High,0.67,Light,7.5
106645,STEM,3.13,7,13.53,3.80,100.0,3.0,Medium,0.67,Moderate,1.93
106940,Humanities,2.21,5,15.06,2.88,95.41,3.0,Medium,0.67,Light,3.01
107967,STEM,3.33,2,10.54,4.00,94.8,2.0,High,0.67,Light,5.27
109487,STEM,2.94,1,12.11,3.61,88.84,3.0,Medium,0.67,Light,12.11
110201,Business,1.96,3,17.63,2.63,79.13,7.0,Medium,0.67,Light,5.88
110848,Medical,3.21,6,19.64,3.88,89.77,2.0,High,0.67,Light,3.27
